timestamp_ms,revid,cycle_count,gain_LSB_per_uT,x_uT,y_uT,z_uT,mag_uT,fx_uT,fy_uT,fz_uT,fmag_uT,lat_deg,lon_deg,alt_m,sats,hdop_m,spd_mps,course_deg,fix_valid
111594,34,200,74.92,27.14896,2.576081,32.24773,42.232906,26.416967,5.331018,31.671127,41.585289,,,,4,14.8,,,0
112097,34,200,74.92,27.562735,3.216765,32.341164,42.614586,26.305382,5.069406,31.776306,41.562069,,,,4,14.8,,,0
112600,34,200,74.92,23.9055,3.523759,34.303257,41.959545,26.207144,4.711157,31.872942,41.531841,,,,4,14.8,,,0
113103,34,200,74.92,25.867592,5.672718,32.24773,41.728027,26.096626,4.449544,31.946621,41.489986,,,,4,14.8,,,0
113606,34,200,74.92,25.173519,6.033102,32.167645,41.28997,26.044304,4.32728,31.960503,41.454853,,,,4,14.8,,,0
114109,34,200,74.92,25.400427,8.889482,32.70155,42.350868,25.981304,4.425519,32.011223,41.464825,,,,4,14.8,,,0
114612,34,200,74.92,25.560598,7.434597,33.889484,43.094254,25.931116,4.40523,32.116936,41.512966,,,,4,14.8,,,0
115116,34,200,74.92,25.427122,10.704752,33.582489,43.461636,25.823801,4.640147,32.254684,41.578411,,,,4,14.8,,,0
115622,34,200,74.92,25.654032,7.180993,34.129738,43.295902,25.828072,4.962625,32.398834,41.730103,,,,4,14.8,,,0
116126,34,200,74.92,26.588362,5.739456,33.595837,43.226875,25.790163,4.983981,32.540321,41.819195,,,,4,14.8,,,0
116629,34,200,74.92,27.482649,3.590497,33.262146,43.296165,25.873451,4.848904,32.55954,41.86969,,,,4,14.8,,,0
117132,34,200,74.92,26.788574,5.152163,33.46236,43.172932,25.883062,4.842497,32.602787,41.908524,,,,4,14.8,,,0
117635,34,200,74.92,29.217833,3.470368,32.941807,44.168858,26.032555,4.853175,32.610794,42.008465,,,,4,14.8,,,0
118138,34,200,74.92,27.482649,7.03417,34.410038,44.596256,26.112104,4.968498,32.675934,42.121784,,,,4,14.8,,,0
118641,34,200,74.92,31.019754,5.699413,30.60598,43.94809,26.30431,5.254136,32.623077,42.234913,,,,4,14.8,,,0
119144,34,200,74.92,28.683929,6.833956,32.354511,43.775394,26.444727,5.380136,32.607059,42.325993,,,,4,14.8,,,0
119647,34,200,74.92,30.245596,8.195409,31.567005,44.479622,26.613976,5.729843,32.59745,42.470325,,,,4,14.8,,,0
120151,34,200,74.92,29.778431,12.039509,31.780567,45.185276,26.78002,6.082219,32.609196,42.632412,,,,4,14.8,,,0
120654,34,200,74.92,27.282434,18.419647,31.727177,45.719013,26.731968,6.687131,32.663651,42.734413,,,,4,14.8,,,0
121157,34,200,74.92,23.651896,22.837694,32.75494,46.409679,26.642273,7.439401,32.704227,42.833652,,,,4,14.8,,,0
121660,34,200,74.92,16.457556,27.349173,33.275494,46.109509,26.188454,8.275493,32.800331,42.780609,,,,4,14.8,,,0
122163,34,200,74.92,8.248799,29.391352,33.555794,45.363922,25.596357,9.156432,32.802467,42.603001,,,,4,14.8,,,0
122666,34,200,74.92,1.401495,27.536039,34.877205,44.459164,24.645475,9.998397,32.915657,42.317936,,,,4,14.8,,,0
123169,34,200,74.92,0.333689,23.478378,36.105179,43.068893,23.672705,10.710624,33.052868,42.042912,,,,4,14.8,,,0
123672,34,200,74.92,-2.869728,25.894287,33.849442,42.714565,22.539762,11.51575,33.109463,41.67601,,,,4,14.8,,,0
124176,34,200,74.92,2.295782,21.409504,34.957287,41.05666,21.545637,12.269087,33.217846,41.450817,,,,4,14.8,,,0
124679,34,200,74.92,-5.953017,22.944475,34.196476,41.608727,20.205008,13.058196,33.292057,41.074566,,,,4,14.8,,,0
125182,34,200,74.92,-4.618259,23.932196,33.796051,41.66835,19.064056,13.874534,33.271767,40.779301,,,,4,14.8,,,0
125685,34,200,74.92,-7.020823,22.277096,35.264282,42.298115,17.74852,14.538709,33.392429,40.514668,,,,4,14.8,,,0
126188,34,200,74.92,-7.875067,21.623066,35.250935,42.09753,16.426577,15.162307,33.515762,40.2869,,,,4,14.8,,,0
126691,34,200,74.92,-10.531234,23.518421,33.849442,42.541836,14.98931,15.747464,33.561676,39.988098,,,,4,14.8,,,0
127194,34,200,74.92,-8.101975,21.836626,35.237587,42.23941,13.642808,16.323545,33.615601,39.781815,,,,4,14.8,,,0
127698,34,200,74.92,-10.7181,23.85211,33.809399,42.741974,12.196999,16.849442,33.62468,39.538456,,,,4,14.8,,,0
128204,34,200,74.92,-11.118526,21.849974,35.357716,43.025703,10.726096,17.436199,33.673798,39.408054,,,,4,14.8,,,0
128707,34,200,74.92,-13.707955,23.238121,34.837162,44.062981,9.114244,18.136147,33.72345,39.360645,,,,4,14.8,,,0
129210,34,200,74.92,-13.601175,23.638548,34.209824,43.750256,7.47089,18.938068,33.761356,39.424534,,,,4,14.8,,,0
129713,34,200,74.92,-16.09717,23.985584,32.781635,43.692822,5.75546,19.691406,33.734127,39.482506,,,,4,14.8,,,0
130217,34,200,74.92,-15.029365,20.888948,34.636948,43.150295,3.985573,20.388149,33.801933,39.675335,,,,4,14.8,,,0
130720,34,200,74.92,-17.658836,20.368393,33.529099,43.02216,2.179913,20.921518,33.766697,39.782555,,,,4,14.8,,,0
131223,34,200,74.92,-16.09717,16.510946,35.104111,42.000343,0.295236,21.353979,33.946621,40.105518,,,,4,14.8,,,0
131726,34,200,74.92,-19.474106,19.914576,31.994127,42.419987,-1.631085,21.877205,33.932205,40.406277,,,,4,14.8,,,0
132229,34,200,74.92,-18.913507,16.684464,33.862789,42.222988,-3.597449,22.216768,34.024036,40.794136,,,,4,14.8,,,0
132732,34,200,74.92,-19.660973,21.182596,31.420183,42.690563,-5.575026,22.582491,34.009621,41.203205,,,,4,14.8,,,0
133235,34,200,74.92,-19.367325,19.380672,32.554726,42.550133,-7.441016,22.62093,34.042721,41.544941,,,,4,14.8,,,0
133738,34,200,74.92,-18.286173,23.731981,30.325682,42.629074,-9.118538,22.656702,33.945553,41.818352,,,,4,14.8,,,0
134242,34,200,74.92,-18.646557,20.368393,32.274426,42.475922,-10.522702,22.37747,33.905506,41.965008,,,,4,14.8,,,0
134745,34,200,74.92,-22.263748,18.659904,31.847305,43.105885,-11.743204,21.948214,33.83717,42.006916,,,,4,14.8,,,0
135248,34,200,74.92,-24.399361,13.587828,33.942875,43.955395,-12.775238,21.390284,33.799793,41.9902,,,,4,14.8,,,0
135751,34,200,74.92,-28.830753,17.418581,29.444742,44.73938,-13.941815,21.14789,33.533375,42.024929,,,,4,14.8,,,0
136254,34,200,74.92,-28.804058,14.842499,30.632675,44.590744,-14.979188,20.70582,33.404709,42.059265,,,,4,14.8,,,0
136757,34,200,74.92,-32.234383,19.914576,26.054459,45.983479,-16.360395,20.646023,33.048595,42.262638,,,,4,14.8,,,0
137260,34,200,74.92,-33.956223,17.285105,27.495996,46.987549,-17.480524,20.419649,32.780575,42.392178,,,,4,14.8,,,0
137763,34,200,74.92,-27.883076,26.401495,23.718634,45.134007,-18.411116,20.518421,32.37748,42.52383,,,,4,14.8,,,0
138267,34,200,74.92,-26.468233,19.540844,27.455954,42.851387,-19.189013,20.40897,32.065144,42.578373,,,,4,14.8,,,0
138770,34,200,74.92,-26.494928,20.702084,25.173519,42.003136,-19.933807,20.372129,31.662048,42.601238,,,,4,14.8,,,0
139273,34,200,74.92,-24.986652,21.129206,24.50614,40.881866,-20.512024,20.276562,31.288315,42.553974,,,,4,14.8,,,0
139776,34,200,74.92,-25.520555,18.606514,24.172451,39.771957,-21.208767,20.147358,30.845711,42.511005,,,,4,14.8,,,0
140280,34,200,74.92,-24.519487,19.060331,24.105713,39.313953,-21.760822,19.955687,30.457563,42.419643,,,,4,14.8,,,0
140786,34,200,74.92,-23.398293,22.19701,24.01228,40.209164,-22.252014,19.969568,30.003746,42.357533,,,,4,14.8,,,0
141289,34,200,74.92,-25.920982,25.98772,21.596371,42.587112,-22.740534,20.079552,29.474113,42.297089,,,,4,14.8,,,0
141792,34,200,74.92,-17.979177,30.44581,25.093433,43.357567,-22.915655,20.351843,29.109459,42.269203,,,,4,14.8,,,0
142295,34,200,74.92,-19.594234,28.497065,25.600641,43.028008,-23.055536,20.532303,28.82222,42.235691,,,,4,14.8,,,0
142798,34,200,74.92,-16.083822,26.775229,29.297918,42.824879,-23.097715,20.767754,28.608658,42.228657,,,,4,14.8,,,0
143301,34,200,74.92,-17.925789,24.706354,30.258944,42.980713,-23.108393,20.941273,28.477852,42.231773,,,,4,14.8,,,0
143805,34,200,74.92,-16.577682,23.945543,31.727177,43.06765,-23.127615,21.238655,28.342773,42.299881,,,,4,14.8,,,0
144308,34,200,74.92,-19.380672,25.026695,30.205553,43.75296,-23.123877,21.44314,28.271231,42.353092,,,,4,14.8,,,0
144811,34,200,74.92,-18.820076,23.158035,32.381207,44.034447,-23.12014,21.702082,28.211967,42.443333,,,,4,14.8,,,0
145314,34,200,74.92,-23.158035,24.452749,28.897491,44.376759,-23.260021,21.832888,28.111059,42.519821,,,,4,14.8,,,0
145817,34,200,74.92,-18.633209,18.352911,34.063,42.945473,-23.230658,21.791777,28.171392,42.52261,,,,4,14.8,,,0
146320,34,200,74.92,-18.312868,17.391886,34.410038,42.683598,-23.231724,21.538174,28.334766,42.502529,,,,4,14.8,,,0
146823,34,200,74.92,-17.378538,15.149493,35.664711,42.467545,-23.181004,21.329418,28.470375,42.460163,,,,4,14.8,,,0
147326,34,200,74.92,-18.780033,19.741058,33.902832,43.494839,-23.041655,21.372665,28.552597,42.461269,,,,4,14.8,,,0
147830,34,200,74.92,-21.155901,17.645489,34.022957,43.777813,-22.911917,21.534973,28.555801,42.475224,,,,4,14.8,,,0
148333,34,200,74.92,-19.474106,20.27496,33.40897,43.663189,-22.537651,21.649229,28.714371,42.439957,,,,4,14.8,,,0
148836,34,200,74.92,-17.979177,20.301655,33.91618,43.424824,-22.104656,21.867596,28.845711,42.413235,,,,4,14.8,,,0
149339,34,200,74.92,-19.087027,22.370529,32.661507,43.949165,-21.578762,21.965832,29.109993,42.373722,,,,4,14.8,,,0
149842,34,200,74.92,-21.476242,21.769888,32.861721,44.889305,-21.079563,22.145226,29.324621,42.363811,,,,4,14.8,,,0
150345,34,200,74.92,-22.156967,23.278164,33.582489,46.482121,-20.850517,22.02029,29.719175,42.460178,,,,4,14.8,,,0
150848,34,200,74.92,-24.212494,23.41164,33.822746,47.731834,-20.760288,22.175121,29.973848,42.675018,,,,4,14.8,,,0
151351,34,200,74.92,-21.369461,24.639616,33.996265,47.111683,-20.555269,22.332624,30.326757,42.906612,,,,4,14.8,,,0
151855,34,200,74.92,-19.527496,26.454885,32.98185,46.57238,-20.336903,22.545652,30.665787,43.154217,,,,4,14.8,,,0
152358,34,200,74.92,-12.800321,26.094501,35.184196,45.636597,-19.828093,22.845171,31.106255,43.389565,,,,4,14.8,,,0
152862,34,200,74.92,-13.227443,26.441538,34.490124,45.427841,-19.37641,23.140419,31.521631,43.641006,,,,4,14.8,,,0
153368,34,200,74.92,-12.533369,25.333691,35.411106,45.30814,-18.941813,23.265886,31.977583,43.848141,,,,4,14.8,,,0
153871,34,200,74.92,-11.745863,25.573946,34.863857,44.804916,-18.374809,23.249336,32.508282,43.988106,,,,4,14.8,,,0
154374,34,200,74.92,-10.250935,24.893221,34.930592,44.101025,-18.06568,23.027231,32.901768,44.035763,,,,4,14.8,,,0
154877,34,200,74.92,-9.997331,25.266953,34.3433,43.793011,-17.681803,22.898027,33.251476,44.075237,,,,4,14.8,,,0
155380,34,200,74.92,-11.238655,23.558462,35.130806,43.76622,-17.487997,22.769356,33.484791,44.107876,,,,4,14.8,,,0
155883,34,200,74.92,-11.171917,22.517353,35.130806,43.197414,-17.217842,22.681795,33.679665,44.104847,,,,4,14.8,,,0
156386,34,200,74.92,-10.4378,22.370529,35.024025,42.849396,-16.972246,22.618793,33.811539,44.078194,,,,4,14.8,,,0
156889,34,200,74.92,-10.664709,21.729845,34.99733,42.552734,-16.623608,22.486919,34.003212,44.025269,,,,4,14.8,,,0
157393,34,200,74.92,-9.223171,23.07795,34.436733,42.468189,-16.239731,22.483715,34.085434,43.943863,,,,4,14.8,,,0
157896,34,200,74.92,-6.473572,23.558462,34.650295,42.397537,-15.572353,22.447945,34.315544,43.863026,,,,4,14.8,,,0
158399,34,200,74.92,-8.662574,25.77416,33.12867,42.858562,-15.173528,22.744795,34.278172,43.846947,,,,4,14.8,,,0
158902,34,200,74.92,-9.930593,25.373734,34.329952,43.829086,-14.838238,23.06407,34.274967,43.896446,,,,4,14.8,,,0
159405,34,200,74.92,-11.118526,28.056595,33.368927,44.991993,-14.587837,23.580355,34.183136,44.015053,,,,4,14.8,,,0
159908,34,200,74.92,-13.360919,25.093433,35.170849,45.223701,-14.371072,23.794449,34.233856,44.098305,,,,4,14.8,,,0
160411,34,200,74.92,-15.269621,24.399361,34.890553,45.230972,-14.13562,24.064602,34.268562,44.195644,,,,4,14.8,,,0
160914,34,200,74.92,-15.803524,22.97117,35.731449,45.322872,-13.988796,24.172451,34.361462,44.279835,,,,4,14.8,,,0
161418,34,200,74.92,-15.790176,24.412708,34.303257,44.966915,-13.901237,24.336895,34.376942,44.35429,,,,4,14.8,,,0
161921,34,200,74.92,-11.906034,23.13134,34.863857,43.500587,-13.613997,24.367327,34.465038,44.350269,43.06771,-89.410913,,4,14.8,1.12,264.8,1
162424,34,200,74.92,-8.235452,21.623066,35.464497,42.345131,-13.084365,24.361452,34.569149,44.268578,43.06771,-89.410913,,4,14.8,1.12,264.8,0
162927,34,200,74.92,-7.63481,21.743193,35.090763,41.981167,-12.503479,24.300055,34.629478,44.113834,43.067715,-89.410929,,4,14.8,1.06,261.2,1
163430,34,200,74.92,-5.405766,21.54298,35.504539,41.879524,-11.751209,24.225307,34.696754,43.918346,43.067715,-89.410929,,4,14.8,1.06,261.2,0
163933,34,200,74.92,-5.138815,21.636414,35.531235,41.91671,-11.101984,24.105181,34.758152,43.731487,43.067719,-89.410938,,4,14.8,1.12,266,1
164436,34,200,74.92,-4.765083,19.634277,36.465565,41.688705,-10.511487,23.832355,34.897499,43.546616,43.067719,-89.410938,,4,14.8,1.12,266,0
164939,34,200,74.92,-4.28457,19.434063,36.318741,41.413662,-10.170856,23.565937,34.942883,43.356716,43.06772,-89.41095,,4,14.8,1.12,268.7,1
165443,34,200,74.92,-2.923118,18.860119,37.14629,41.762371,-9.758684,23.26268,35.049129,43.183628,43.06772,-89.41095,,4,14.8,1.12,268.7,0
165949,34,200,74.92,-4.244528,18.793381,37.560066,42.213337,-9.42713,23.00107,35.135086,43.039452,43.067719,-89.410964,,4,14.8,1.13,267.8,1
166452,34,200,74.92,-5.646023,18.593166,37.773624,42.478584,-9.183137,22.721838,35.25148,42.933422,43.067719,-89.410964,,4,14.8,1.13,267.8,0
166956,34,200,74.92,-7.047517,17.912441,38.387615,42.943359,-9.055,22.442608,35.389759,42.873055,43.067717,-89.410978,,4,14.8,1.2,265.6,1
167459,34,200,74.92,-9.39669,15.763481,39.468769,43.526646,-9.030974,22.062468,35.59478,42.840393,43.067717,-89.410978,,4,14.8,1.2,265.6,0
167962,34,200,74.92,-5.565937,10.731447,41.364124,43.094482,-8.804066,21.549387,35.844112,42.739769,43.067714,-89.410988,,4,14.8,0.99,265.6,1
168465,34,200,74.92,-4.391351,7.234384,41.564335,42.417145,-8.532843,20.938068,36.101456,42.597267,43.067714,-89.410988,,4,14.8,0.99,265.6,0
168968,34,200,74.92,-1.615056,5.872931,41.81794,42.259197,-8.179934,20.278166,36.373215,42.439674,43.067705,-89.410995,,4,14.8,0.83,265.6,1
169471,34,200,74.92,-6.260011,9.970635,41.017086,42.673206,-8.003746,19.807796,36.614002,42.390965,43.067705,-89.410995,,4,14.8,0.83,265.6,0
169974,34,200,74.92,-10.024026,13.387614,40.349709,43.678467,-8.03578,19.420183,36.850521,42.422615,43.067697,-89.411004,,4,14.8,1.03,265.6,1
170478,34,200,74.92,-7.941805,18.446342,39.72237,44.510746,-8.094509,19.215698,37.053406,42.517281,43.067697,-89.411004,,4,14.8,1.03,265.6,0
170981,34,200,74.92,-8.84944,23.331554,38.120663,45.561596,-8.101984,19.117994,37.253086,42.648941,43.067697,-89.411004,,4,14.8,1.03,265.6,0
171484,34,200,74.92,-8.51575,19.967966,40.483185,45.936108,-8.04539,18.901764,37.499218,42.757412,43.067697,-89.411004,,4,14.8,1.03,265.6,0
171987,34,200,74.92,-10.464496,18.01922,40.803524,45.816216,-8.019229,18.500269,37.7966,42.838661,43.067697,-89.411004,,4,14.8,1.03,265.6,0
172490,34,200,74.92,-10.411105,12.213028,42.405231,45.340412,-7.901236,17.985052,38.085976,42.853626,43.067697,-89.411004,,4,14.8,1.03,265.6,0
172993,34,200,74.92,-10.210892,11.131874,42.658836,45.25436,-7.698887,17.454353,38.396706,42.874634,43.067697,-89.411004,,4,14.8,1.03,265.6,0
173496,34,200,74.92,-9.196477,11.865991,42.778965,45.336704,-7.434605,17.010145,38.678608,42.902832,43.067697,-89.411004,,4,14.8,1.03,265.6,0
173999,34,200,74.92,-6.09984,8.208756,43.513081,44.698769,-7.046991,16.361988,39.047001,42.919029,43.067697,-89.411004,,4,14.8,1.03,265.6,0
174503,34,200,74.92,-10.304325,9.877203,42.258411,44.603943,-6.982923,15.831821,39.342785,42.97979,43.067697,-89.411004,,4,14.8,1.03,265.6,0
175006,34,200,74.92,-7.768286,8.208756,42.618793,44.091854,-6.964236,15.295249,39.628956,43.045319,43.067697,-89.411004,,4,14.8,1.03,265.6,0
175509,34,200,74.92,-11.892686,10.090764,41.44421,44.281849,-7.134552,14.829151,39.883095,43.144718,43.067697,-89.411004,,4,14.8,1.03,265.6,0
176012,34,200,74.92,-12.14629,8.982915,41.510944,44.174469,-7.404172,14.326749,40.123348,43.243042,43.067697,-89.411004,,4,14.8,1.03,265.6,0
176515,34,200,74.92,-11.105179,8.07528,41.684464,43.887695,-7.642827,13.784305,40.369476,43.337219,43.067697,-89.411004,,4,14.8,1.03,265.6,0
177018,34,200,74.92,-12.479979,9.076348,40.696743,43.524185,-7.951423,13.361987,40.538727,43.418385,43.067697,-89.411004,,4,14.8,1.03,265.6,0
177521,34,200,74.92,-9.289909,6.954084,40.843567,42.460083,-8.151636,12.862788,40.719719,43.474083,43.067697,-89.411004,,4,14.8,1.03,265.6,0
178025,34,200,74.92,-10.144154,9.063001,39.655632,41.92387,-8.440478,12.470903,40.820091,43.509136,43.067697,-89.411004,,4,14.8,1.03,265.6,0
178531,34,200,74.92,-7.901762,7.327816,39.695675,41.132484,-8.586767,12.01228,40.905518,43.488949,43.067697,-89.411004,,4,14.8,1.03,265.6,0
179034,34,200,74.92,-8.355579,6.353444,39.548855,40.918137,-8.69515,11.522692,40.976528,43.444839,43.067697,-89.411004,,4,14.8,1.03,265.6,0
179537,34,200,74.92,-9.610251,6.687133,40.22958,41.898613,-8.797659,11.073679,41.050205,43.418251,43.067697,-89.411004,,4,14.8,1.03,265.6,0
180041,34,200,74.92,-11.852643,6.567005,40.670048,42.867977,-8.895897,10.70582,41.098255,43.391453,43.067697,-89.411004,,4,14.8,1.03,265.6,0
180544,34,200,74.92,-13.294181,7.768286,40.696743,43.512142,-9.205027,10.587294,41.071564,43.401573,43.067697,-89.411004,,4,14.8,1.03,265.6,0
181047,34,200,74.92,-11.558996,8.262147,40.937,43.332569,-9.491733,10.628405,41.046471,43.449612,43.067697,-89.411004,,4,14.8,1.03,265.6,0
181550,34,200,74.92,-12.413241,10.344368,40.670048,43.762398,-9.92366,10.807262,41.000553,43.546772,43.067697,-89.411004,,4,14.8,1.03,265.6,0
182053,34,200,74.92,-12.052856,10.224239,41.070477,44.00671,-10.155375,10.817406,41.002686,43.604679,43.067697,-89.411004,,4,14.8,1.03,265.6,0
182556,34,200,74.92,-13.000534,11.518954,40.683395,44.236172,-10.274435,10.74266,41.016037,43.626644,43.067697,-89.411004,,4,14.8,1.03,265.6,0
183059,34,200,74.92,-13.374267,10.998399,40.990391,44.49773,-10.491734,10.444742,41.066757,43.653725,43.067697,-89.411004,,4,14.8,1.03,265.6,0
183562,34,200,74.92,-13.307528,9.770422,41.377472,44.549374,-10.670057,9.902297,41.197033,43.69326,43.067697,-89.411004,,4,14.8,1.03,265.6,0
184066,34,200,74.92,-14.628938,8.582488,41.337429,44.681629,-10.914585,9.446878,41.231201,43.685051,43.067697,-89.411004,,4,14.8,1.03,265.6,0
184569,34,200,74.92,-13.107315,9.049653,41.337429,44.299896,-11.020298,9.088095,41.25256,43.655632,43.067697,-89.411004,,4,14.8,1.03,265.6,0
185072,34,200,74.92,-14.575547,11.065136,40.870262,44.780155,-11.186875,9.042179,41.191162,43.630482,43.067697,-89.411004,,4,14.8,1.03,265.6,0
185575,34,200,74.92,-13.053925,10.104112,41.497597,44.66037,-11.300595,9.001069,41.144711,43.607452,43.067697,-89.411004,,4,14.8,1.03,265.6,0
186078,34,200,74.92,-14.12173,10.197544,41.030434,44.574764,-11.497606,8.934332,41.074772,43.579285,43.067697,-89.411004,,4,14.8,1.03,265.6,0
186581,34,200,74.92,-14.06834,8.836092,41.350777,44.563229,-11.816346,8.959425,40.988277,43.588257,43.067697,-89.411004,,4,14.8,1.03,265.6,0
187084,34,200,74.92,-11.785905,8.235452,41.924721,44.321693,-11.875609,8.893755,40.974926,43.578362,43.067697,-89.411004,,4,14.8,1.03,265.6,0
187587,34,200,74.92,-13.160705,8.475708,41.831287,44.664284,-12.091306,8.904433,40.943428,43.610237,43.067697,-89.411004,,4,14.8,1.03,265.6,0
188091,34,200,74.92,-10.864923,8.288841,41.857983,44.032284,-12.050196,8.832355,40.959976,43.599739,43.067697,-89.411004,,4,14.8,1.03,265.6,0
188594,34,200,74.92,-12.920449,9.703684,41.003738,44.072735,-12.081162,8.861187,40.93969,43.595108,43.067697,-89.411004,,4,14.8,1.03,265.6,0
189097,34,200,74.92,-11.412173,9.45008,41.577682,44.138931,-12.093442,8.916179,40.935421,43.605713,43.067697,-89.411004,,4,14.8,1.03,265.6,0
189600,34,200,74.92,-13.294181,10.27763,41.057129,44.36274,-12.126011,8.96423,40.949837,43.638134,43.067697,-89.411004,,4,14.8,1.03,265.6,0
190103,34,200,74.92,-12.466631,10.050721,41.2173,44.218773,-12.253079,9.088095,40.964787,43.713215,43.067697,-89.411004,,4,14.8,1.03,265.6,0
190607,34,200,74.92,-12.466631,11.31874,41.297386,44.598263,-12.345979,9.178325,41.030453,43.819664,43.067697,-89.411004,,4,14.8,1.03,265.6,0
191113,34,200,74.92,-12.119595,11.118526,41.404167,44.55122,-12.514692,9.329953,41.098793,43.963352,43.067697,-89.411004,,4,14.8,1.03,265.6,0
191616,34,200,74.92,-9.570209,10.544581,41.911373,44.264435,-12.563277,9.497599,41.193295,44.101337,43.067697,-89.411004,,4,14.8,1.03,265.6,0
192119,34,200,74.92,-11.679125,11.425521,41.457554,44.560894,-12.646032,9.687134,41.242416,44.211983,43.067697,-89.411004,,4,14.8,1.03,265.6,0
192622,34,200,74.92,-10.33102,8.40897,42.458622,44.499161,-12.585167,9.760813,41.313961,44.277573,43.067697,-89.411004,,4,14.8,1.03,265.6,0
193125,34,200,74.92,-12.479979,9.036305,41.350777,44.128124,-12.552599,9.811533,41.340122,44.303947,43.067697,-89.411004,,4,14.8,1.03,265.6,0
193629,34,200,74.92,-12.319808,7.888414,41.577682,44.076164,-12.583031,9.796584,41.365746,44.333179,43.067697,-89.411004,,4,14.8,1.03,265.6,0
194132,34,200,74.92,-11.558996,8.809397,41.791245,44.246174,-12.548862,9.735185,41.410595,44.351833,43.067697,-89.411004,,4,14.8,1.03,265.6,0
194635,34,200,74.92,-12.573412,6.900694,41.644421,44.045067,-12.569684,9.602243,41.433556,44.350193,43.067697,-89.411004,,4,14.8,1.03,265.6,0
195138,34,200,74.92,-11.665777,8.502402,42.018154,44.428669,-12.516294,9.481581,41.486942,44.359039,43.067697,-89.411004,,4,14.8,1.03,265.6,0
195641,34,200,74.92,-13.000534,9.583556,41.697811,44.716507,-12.501346,9.424987,41.51524,44.369236,43.067697,-89.411004,,4,14.8,1.03,265.6,0
196144,34,200,74.92,-10.744795,8.435665,42.218369,44.373436,-12.398835,9.371596,41.548878,44.360649,43.067697,-89.411004,,4,14.8,1.03,265.6,0
196647,34,200,74.92,-12.012814,9.757074,41.564335,44.352024,-12.29419,9.41858,41.557953,44.349976,43.067697,-89.411004,,4,14.8,1.03,265.6,0
197150,34,200,74.92,-9.877203,10.931661,42.178326,44.677418,-12.164987,9.49386,41.591591,44.361927,43.067697,-89.411004,,4,14.8,1.03,265.6,0
197654,34,200,74.92,-12.092899,11.892686,41.604378,44.928814,-12.065681,9.526962,41.620956,44.369446,43.067697,-89.411004,,4,14.8,1.03,265.6,0
198157,34,200,74.92,-12.960491,10.010678,41.577682,44.686596,-12.061943,9.523225,41.624161,44.370632,43.067697,-89.411004,,4,14.8,1.03,265.6,0
198660,34,200,74.92,-11.358783,9.850508,41.671116,44.300522,-11.951426,9.509344,41.649784,44.361794,43.067697,-89.411004,,4,14.8,1.03,265.6,0
199163,34,200,74.92,-12.052856,9.089696,41.777897,44.421692,-11.870807,9.519488,41.66687,44.358368,43.067697,-89.411004,,4,14.8,1.03,265.6,0
199666,34,200,74.92,-10.651361,9.236519,42.09824,44.396244,-11.825425,9.55953,41.673809,44.361374,43.067697,-89.411004,,4,14.8,1.03,265.6,0
200169,34,200,74.92,-12.827016,8.182061,41.364124,44.073452,-11.812078,9.547785,41.655121,44.33773,43.067697,-89.411004,,4,14.8,1.03,265.6,0
200672,34,200,74.92,-10.371062,7.247731,41.791245,43.664593,-11.792323,9.506141,41.652451,44.321014,43.067697,-89.411004,,4,14.8,1.03,265.6,0
201175,34,200,74.92,-11.37213,10.931661,41.190605,44.107738,-11.730391,9.55526,41.659927,44.322166,43.067697,-89.411004,,4,14.8,1.03,265.6,0
201679,34,200,74.92,-10.584624,9.556861,42.031502,44.38485,-11.697289,9.559531,41.678082,44.331406,43.067697,-89.411004,,4,14.8,1.03,265.6,0
202182,34,200,74.92,-11.612387,9.583556,41.831287,44.458393,-11.630017,9.531768,41.709049,44.336857,43.067697,-89.411004,,4,14.8,1.03,265.6,0
202685,34,200,74.92,-11.238655,9.022958,42.044849,44.446491,-11.580898,9.490658,41.742149,44.346329,43.067697,-89.411004,,4,14.8,1.03,265.6,0
203189,34,200,74.92,-9.276562,5.859584,42.15163,43.556278,-11.453296,9.272292,41.776318,44.299145,43.067697,-89.411004,,4,14.8,1.03,265.6,0
203695,34,200,74.92,-11.732515,8.182061,41.497597,43.893604,-11.437813,9.154834,41.780052,44.274227,43.067697,-89.411004,,4,14.8,1.03,265.6,0
204198,34,200,74.92,-9.903897,7.060865,42.018154,43.74321,-11.451159,9.015485,41.784325,44.253109,43.067697,-89.411004,,4,14.8,1.03,265.6,0
204701,34,200,74.92,-10.851575,9.516818,41.470901,43.910843,-11.418057,8.939137,41.784859,44.229568,43.067697,-89.411004,,4,14.8,1.03,265.6,0
205204,34,200,74.92,-10.357716,7.808329,41.857983,43.82172,-11.419126,8.915111,41.760834,44.202293,43.067697,-89.411004,,4,14.8,1.03,265.6,0
205707,34,200,74.92,-12.907102,9.703684,40.963696,44.03157,-11.436211,8.941806,41.74535,44.197475,43.067697,-89.411004,,4,14.8,1.03,265.6,0
206210,34,200,74.92,-11.70582,6.513615,41.831287,43.923912,-11.411652,8.886813,41.755497,44.189625,43.067697,-89.411004,,4,14.8,1.03,265.6,0
206713,34,200,74.92,-12.840364,8.195409,41.350777,44.067295,-11.462907,8.862254,41.737881,44.181313,43.067697,-89.411004,,4,14.8,1.03,265.6,0
